Time_Iter,Outer_Iter,Inner_Iter,"    ""rms[Rho]""    ","    ""rms[RhoU]""   ","    ""rms[RhoV]""   ","    ""rms[RhoE]""   ","     ""rms[k]""     ","     ""rms[w]""     "
0,0,594,-12.241048,-9.1925486,-9.4039253,-5.3922678,-9.8319993,-6.7271209
0,0,595,-12.223485,-9.1800773,-9.4006844,-5.3798229,-9.7813277,-6.6169355
0,0,596,-12.234703,-9.1962924,-9.3954874,-5.3953638,-9.803489,-6.6808024
0,0,597,-12.267535,-9.2219703,-9.391462,-5.4277486,-9.8757027,-6.7807061
0,0,598,-12.24014,-9.2069585,-9.3793389,-5.4018115,-9.8666466,-6.7713392
0,0,599,-12.237668,-9.2165273,-9.3678971,-5.3943354,-9.8279638,-6.6855916
0,0,600,-12.25436,-9.2069847,-9.4109256,-5.4050935,-9.84235,-6.738483
0,0,601,-12.257232,-9.2141369,-9.4087659,-5.4129846,-9.8970927,-6.782828
0,0,602,-12.257184,-9.1980812,-9.3943933,-5.4158726,-9.7964722,-6.6541929
0,0,603,-12.25616,-9.2219172,-9.4108404,-5.4134358,-9.8518378,-6.737465
0,0,604,-12.23489,-9.1817992,-9.3680555,-5.3895448,-9.7912878,-6.6514432
0,0,605,-12.227863,-9.2183433,-9.3971348,-5.3874422,-9.8638256,-6.7549801
0,0,606,-12.221382,-9.1713848,-9.3848461,-5.3855209,-9.8215353,-6.6927012
0,0,607,-12.276997,-9.1981885,-9.3907531,-5.4342823,-9.8616778,-6.7512495
0,0,608,-12.22692,-9.1945526,-9.3616918,-5.3827693,-9.8310206,-6.7002584
0,0,609,-12.252889,-9.2141144,-9.3910217,-5.4066137,-9.8374857,-6.7255394
0,0,610,-12.243238,-9.2334157,-9.3557163,-5.4050885,-9.8433588,-6.7328432
0,0,611,-12.247291,-9.2113043,-9.3924665,-5.4085135,-9.8479471,-6.707749
0,0,612,-12.270198,-9.2254289,-9.3960085,-5.4169572,-9.8530792,-6.7680477
0,0,613,-12.253669,-9.223828,-9.4021303,-5.4115834,-9.8283413,-6.7244883
0,0,614,-12.235717,-9.2076647,-9.3960184,-5.3980759,-9.815847,-6.6703599
0,0,615,-12.240307,-9.2051042,-9.4151173,-5.3991135,-9.7985236,-6.6548034
0,0,616,-12.259238,-9.2103018,-9.395288,-5.4135372,-9.8535952,-6.7670721
0,0,617,-12.2334,-9.205164,-9.3991982,-5.3864001,-9.8423594,-6.735166
0,0,618,-12.22386,-9.2017826,-9.3781152,-5.3811787,-9.8425463,-6.7192298
0,0,619,-12.228611,-9.215403,-9.3723054,-5.3888643,-9.8367634,-6.706298
0,0,620,-12.24608,-9.2031925,-9.4189372,-5.3985141,-9.8315636,-6.739214
0,0,621,-12.262516,-9.206472,-9.3733087,-5.413531,-9.8475987,-6.7477558
0,0,622,-12.222532,-9.1948463,-9.402686,-5.379195,-9.8286744,-6.6893454
0,0,623,-12.233731,-9.2131961,-9.3768726,-5.3860418,-9.866497,-6.7445122
0,0,624,-12.221032,-9.1987738,-9.3819899,-5.3767341,-9.8109268,-6.6572916
0,0,625,-12.22502,-9.1993486,-9.3899715,-5.3831957,-9.8412903,-6.7151751
0,0,626,-12.219138,-9.2048211,-9.3937381,-5.3809088,-9.8454871,-6.7205354
0,0,627,-12.254391,-9.2344239,-9.3759865,-5.41406,-9.8662637,-6.751991
0,0,628,-12.28386,-9.2250739,-9.3892115,-5.4375629,-9.8656948,-6.771757
0,0,629,-12.250584,-9.1941744,-9.4020324,-5.4133492,-9.8086672,-6.669406
0,0,630,-12.227342,-9.1810574,-9.4138634,-5.3817955,-9.8190265,-6.680724
0,0,631,-12.233006,-9.2053013,-9.3883566,-5.3901495,-9.8527706,-6.7401683
0,0,632,-12.255964,-9.2169939,-9.3781218,-5.4213056,-9.83723,-6.7337672
0,0,633,-12.248971,-9.2153814,-9.4193257,-5.4096551,-9.836262,-6.7256524
0,0,634,-12.247866,-9.2256642,-9.4001883,-5.4099259,-9.8761821,-6.7854512
0,0,635,-12.210056,-9.1734131,-9.4058556,-5.3737606,-9.803586,-6.6509069
0,0,636,-12.223028,-9.1780895,-9.398244,-5.3849034,-9.7950074,-6.6522314
0,0,637,-12.259918,-9.2175892,-9.4008222,-5.4131016,-9.8614288,-6.7515902
0,0,638,-12.251459,-9.2191576,-9.3618919,-5.4157057,-9.8713943,-6.7696306
0,0,639,-12.225321,-9.1920248,-9.3704782,-5.3824846,-9.8145746,-6.6744462
0,0,640,-12.269726,-9.2220645,-9.3702816,-5.4180722,-9.8427113,-6.7460667
0,0,641,-12.257024,-9.2282617,-9.3816659,-5.4155516,-9.8652512,-6.7553976
0,0,642,-12.260412,-9.2037191,-9.3639345,-5.4090774,-9.8613286,-6.7565505
0,0,643,-12.23229,-9.1980694,-9.4008686,-5.3891,-9.7743097,-6.6515428
0,0,644,-12.235061,-9.216955,-9.3757177,-5.3956149,-9.8437471,-6.7068152
0,0,645,-12.246377,-9.1992938,-9.3906362,-5.4035055,-9.8128328,-6.6779827
0,0,646,-12.234525,-9.1943066,-9.3807285,-5.3925059,-9.8413278,-6.7114956
0,0,647,-12.21863,-9.211067,-9.3607213,-5.3750267,-9.8743742,-6.772178
0,0,648,-12.218206,-9.1669183,-9.3523488,-5.3757185,-9.8328514,-6.7136894
0,0,649,-12.29028,-9.2218164,-9.3890367,-5.4478226,-9.8571943,-6.7454343
0,0,650,-12.250912,-9.1889224,-9.3787107,-5.4070597,-9.7991645,-6.6571821
0,0,651,-12.252057,-9.2286126,-9.4185997,-5.4066826,-9.8687529,-6.756943
0,0,652,-12.25858,-9.2101912,-9.4046023,-5.4160379,-9.8497938,-6.724707
0,0,653,-12.257843,-9.2390151,-9.3844147,-5.417259,-9.8612757,-6.7685163
0,0,654,-12.236426,-9.2080519,-9.4009749,-5.3934886,-9.8336954,-6.6811148
0,0,655,-12.259896,-9.2228905,-9.3977715,-5.4190328,-9.8488556,-6.7124491
0,0,656,-12.225233,-9.1972826,-9.4241208,-5.3814141,-9.7809031,-6.6422287
0,0,657,-12.224899,-9.2084807,-9.4167555,-5.3855164,-9.8395075,-6.7122766
0,0,658,-12.25233,-9.2099531,-9.379865,-5.414725,-9.8498557,-6.7505657
0,0,659,-12.238365,-9.1885087,-9.3898141,-5.3959821,-9.8381442,-6.7094176
0,0,660,-12.244547,-9.2037798,-9.3887761,-5.3996471,-9.8628081,-6.7273375
0,0,661,-12.230862,-9.2081497,-9.4007324,-5.3883925,-9.8435797,-6.7320716
0,0,662,-12.233102,-9.2168767,-9.3915114,-5.3953533,-9.8297402,-6.7260751
0,0,663,-12.258369,-9.2100625,-9.3901756,-5.4121306,-9.8513722,-6.7421909
0,0,664,-12.257366,-9.2058251,-9.3583774,-5.4099714,-9.8281267,-6.7183058
0,0,665,-12.244863,-9.2266487,-9.438327,-5.4035982,-9.8413453,-6.7324254
0,0,666,-12.232735,-9.192576,-9.3838417,-5.392014,-9.7879791,-6.6393341
0,0,667,-12.289817,-9.2215935,-9.42397,-5.4465717,-9.8368101,-6.7291697
0,0,668,-12.291024,-9.2395752,-9.396566,-5.4449356,-9.8926668,-6.7863789
0,0,669,-12.266406,-9.2159669,-9.3809068,-5.4255028,-9.8381997,-6.7156896
0,0,670,-12.250149,-9.2003172,-9.404226,-5.4100028,-9.7987899,-6.6773729
0,0,671,-12.253874,-9.1816812,-9.3983781,-5.4090825,-9.8374924,-6.7144436
0,0,672,-12.236647,-9.2044198,-9.3910735,-5.3922032,-9.8204575,-6.6947255
0,0,673,-12.237063,-9.2038045,-9.3747504,-5.3971394,-9.8441812,-6.715211
0,0,674,-12.247162,-9.2170815,-9.3617194,-5.4088848,-9.8655249,-6.7519878
0,0,675,-12.261034,-9.2129643,-9.3983574,-5.4102242,-9.8717424,-6.7609623
0,0,676,-12.251402,-9.1842265,-9.4033318,-5.412938,-9.8217192,-6.6810796
0,0,677,-12.229246,-9.1876914,-9.3871879,-5.3884973,-9.7905045,-6.6385816
0,0,678,-12.241221,-9.2113078,-9.4154896,-5.4017273,-9.843192,-6.7395306
0,0,679,-12.24488,-9.214568,-9.3893613,-5.4011129,-9.8451247,-6.7158418
0,0,680,-12.249098,-9.199994,-9.3705817,-5.4092194,-9.8439763,-6.7137923
0,0,681,-12.232668,-9.2188793,-9.3926528,-5.3889605,-9.8355228,-6.755932
0,0,682,-12.247921,-9.2145451,-9.374246,-5.411225,-9.8327184,-6.7366605
0,0,683,-12.254896,-9.2080759,-9.3667342,-5.4097374,-9.8495826,-6.7354928
0,0,684,-12.214928,-9.1923557,-9.3898159,-5.3714873,-9.8240016,-6.7004631
0,0,685,-12.249372,-9.2002824,-9.373921,-5.4116895,-9.8382667,-6.6966685
0,0,686,-12.254486,-9.2242411,-9.3458085,-5.4182441,-9.8532089,-6.7355725
0,0,687,-12.277208,-9.2320782,-9.398918,-5.4332314,-9.8592303,-6.7354406
0,0,688,-12.28473,-9.2343968,-9.3822599,-5.4525838,-9.8448135,-6.7842871
0,0,689,-12.250461,-9.1963904,-9.3874874,-5.4101518,-9.8219544,-6.7053183
0,0,690,-12.224881,-9.1932166,-9.4038525,-5.3850517,-9.7844639,-6.6422444
0,0,691,-12.233969,-9.1963729,-9.4138111,-5.3917221,-9.8403809,-6.7223549
0,0,692,-12.250738,-9.215491,-9.4046729,-5.4085083,-9.8662249,-6.7642621
0,0,693,-12.26162,-9.2280026,-9.4000704,-5.4191585,-9.8734202,-6.758723
0,0,694,-12.264443,-9.2280925,-9.393459,-5.4168127,-9.83555,-6.7195483
0,0,695,-12.253395,-9.1839111,-9.3795431,-5.4180913,-9.7896531,-6.6419993
0,0,696,-12.261056,-9.2264628,-9.3695652,-5.4168155,-9.8508473,-6.7777912
0,0,697,-12.242549,-9.2006027,-9.4097359,-5.3989103,-9.7774602,-6.6529138
0,0,698,-12.24124,-9.2332198,-9.3830729,-5.3925129,-9.8173138,-6.739652
0,0,699,-12.240004,-9.217716,-9.3955595,-5.3966467,-9.8590517,-6.7558727
0,0,700,-12.246382,-9.1958247,-9.3777505,-5.3964723,-9.8243913,-6.7278555
0,0,701,-12.248776,-9.1941439,-9.3910465,-5.4083868,-9.8133873,-6.6959823
0,0,702,-12.270019,-9.2482859,-9.3845053,-5.4278183,-9.8667849,-6.7744463
0,0,703,-12.245215,-9.2231803,-9.3980349,-5.4012321,-9.8043876,-6.6773886
0,0,704,-12.241881,-9.1965358,-9.396502,-5.3928088,-9.7974776,-6.6458219
0,0,705,-12.255973,-9.2026203,-9.3772408,-5.4120029,-9.8728263,-6.7653619
0,0,706,-12.28435,-9.1963981,-9.4049289,-5.4387473,-9.8626049,-6.7325959
0,0,707,-12.279343,-9.2143596,-9.394567,-5.425451,-9.8896095,-6.8282258
0,0,708,-12.261994,-9.2076195,-9.402646,-5.4200069,-9.803442,-6.6883731
0,0,709,-12.241645,-9.2107638,-9.402187,-5.4002746,-9.8131046,-6.6820791
0,0,710,-12.211847,-9.1831125,-9.4185305,-5.3730553,-9.816564,-6.6934268
0,0,711,-12.245775,-9.2122641,-9.3777063,-5.4024517,-9.8454418,-6.7409061
0,0,712,-12.256374,-9.2111241,-9.3855072,-5.4108517,-9.8391493,-6.738011
0,0,713,-12.245875,-9.1715316,-9.3801792,-5.3997449,-9.7905205,-6.6522596
0,0,714,-12.245268,-9.2042026,-9.3875516,-5.3990808,-9.8071674,-6.683917
0,0,715,-12.269997,-9.2170592,-9.3760732,-5.4254768,-9.8396802,-6.7567883
0,0,716,-12.248785,-9.1839569,-9.3984327,-5.4054583,-9.814617,-6.6636661
0,0,717,-12.247482,-9.1974196,-9.3913606,-5.4070525,-9.8258362,-6.6815389
0,0,718,-12.245755,-9.2374428,-9.386672,-5.4000541,-9.8714459,-6.7625757
0,0,719,-12.270547,-9.2310708,-9.4097292,-5.4224912,-9.8568436,-6.7614905
0,0,720,-12.251174,-9.1955115,-9.3949443,-5.4124335,-9.867088,-6.7938429
0,0,721,-12.23769,-9.2008349,-9.3939518,-5.3989782,-9.8255113,-6.7198928
0,0,722,-12.238646,-9.1899438,-9.3870316,-5.3935814,-9.797249,-6.6632679
0,0,723,-12.255,-9.18713,-9.4171724,-5.4172267,-9.7950684,-6.6531255
0,0,724,-12.267026,-9.2092662,-9.3871526,-5.420302,-9.8899651,-6.8010198
0,0,725,-12.25075,-9.196831,-9.372403,-5.4029786,-9.8274856,-6.6998664
0,0,726,-12.23195,-9.209028,-9.3797159,-5.3898785,-9.8162959,-6.6809488
0,0,727,-12.273416,-9.2217501,-9.4090162,-5.4310694,-9.8480105,-6.7444159
0,0,728,-12.276766,-9.2259474,-9.4125109,-5.4300623,-9.8556706,-6.7746647
0,0,729,-12.246891,-9.2079823,-9.4176737,-5.4056902,-9.8187698,-6.6837085
0,0,730,-12.279396,-9.2345793,-9.394799,-5.4398119,-9.844349,-6.7280056
0,0,731,-12.280856,-9.2238633,-9.3975745,-5.4332841,-9.8943512,-6.8262186
0,0,732,-12.247147,-9.1953672,-9.414707,-5.4052232,-9.8187832,-6.6705203
0,0,733,-12.236939,-9.1978673,-9.4178777,-5.3890437,-9.7842253,-6.6444995
0,0,734,-12.248822,-9.2299811,-9.3923636,-5.3998616,-9.8541877,-6.760001
0,0,735,-12.252474,-9.1920294,-9.3705709,-5.4045043,-9.7960966,-6.6821062
0,0,736,-12.254034,-9.2232403,-9.3761586,-5.4098189,-9.8135113,-6.7068502
0,0,737,-12.256156,-9.2336757,-9.3868439,-5.4188848,-9.8693339,-6.7655266
0,0,738,-12.218166,-9.2087782,-9.3871647,-5.3757899,-9.8320844,-6.7029504
0,0,739,-12.255427,-9.2296523,-9.3880868,-5.4156613,-9.8738278,-6.7764142
0,0,740,-12.257211,-9.2062333,-9.3929929,-5.4167516,-9.8580668,-6.717444
0,0,741,-12.245738,-9.2106482,-9.3708216,-5.4013386,-9.8466455,-6.7500791
0,0,742,-12.216184,-9.1849044,-9.4156343,-5.3796658,-9.7736162,-6.6332312
0,0,743,-12.238032,-9.2215456,-9.4022198,-5.3878386,-9.8234151,-6.750182
0,0,744,-12.218202,-9.1935068,-9.3786884,-5.3810362,-9.8248548,-6.6893718
0,0,745,-12.255686,-9.2247136,-9.3615744,-5.4132866,-9.831777,-6.7554479
0,0,746,-12.247751,-9.2014523,-9.3779719,-5.4041589,-9.8812002,-6.813264
0,0,747,-12.264982,-9.2161627,-9.4081172,-5.4218836,-9.8371871,-6.7308631
0,0,748,-12.242717,-9.225522,-9.3692635,-5.399497,-9.8311773,-6.7293423
0,0,749,-12.223298,-9.2104628,-9.3624522,-5.38481,-9.7988075,-6.6800328
0,0,750,-12.228459,-9.1796362,-9.3830947,-5.3908436,-9.7686779,-6.6227643
0,0,751,-12.263159,-9.2179794,-9.3853688,-5.4209397,-9.8318925,-6.7151544
0,0,752,-12.28526,-9.2229843,-9.4222933,-5.440101,-9.8451979,-6.7461336
0,0,753,-12.253034,-9.2313578,-9.4066567,-5.4108371,-9.8264544,-6.7363654
0,0,754,-12.263911,-9.2184282,-9.3860913,-5.4199105,-9.8480974,-6.7609096
0,0,755,-12.244398,-9.197728,-9.3943482,-5.4095505,-9.8165769,-6.705123
0,0,756,-12.269132,-9.1979662,-9.3756291,-5.4255202,-9.8391286,-6.7180822
0,0,757,-12.245265,-9.198968,-9.3983033,-5.4021279,-9.8153335,-6.6819302
0,0,758,-12.252059,-9.210783,-9.4265774,-5.4100434,-9.846473,-6.7554919
0,0,759,-12.238783,-9.2257312,-9.3650071,-5.3983964,-9.9015957,-6.8104412
0,0,760,-12.265627,-9.220064,-9.357476,-5.42655,-9.8534132,-6.7446608
0,0,761,-12.24483,-9.1836575,-9.3789621,-5.3977062,-9.7778799,-6.6237377
0,0,762,-12.256736,-9.2135896,-9.4219675,-5.4125362,-9.8089293,-6.6800723
0,0,763,-12.247183,-9.1940662,-9.39459,-5.4135201,-9.8077629,-6.6739267
0,0,764,-12.283042,-9.2259435,-9.3935377,-5.4329898,-9.8520709,-6.7735004
0,0,765,-12.254243,-9.223099,-9.412165,-5.4076456,-9.8875397,-6.7799695
0,0,766,-12.258191,-9.2173472,-9.4053058,-5.4187741,-9.8886421,-6.783736
0,0,767,-12.256358,-9.1791733,-9.3977387,-5.4182869,-9.8033306,-6.6747922
0,0,768,-12.263539,-9.2183826,-9.3538794,-5.4237805,-9.8379327,-6.7175287
0,0,769,-12.223566,-9.1767402,-9.3741046,-5.3817823,-9.7935743,-6.6757481
0,0,770,-12.259447,-9.2163593,-9.3651907,-5.4142297,-9.8495825,-6.7656059
0,0,771,-12.222506,-9.1879845,-9.3838117,-5.3824091,-9.8058524,-6.6738849
0,0,772,-12.248489,-9.1928271,-9.3961396,-5.4080693,-9.8150256,-6.6879375
0,0,773,-12.262461,-9.2051323,-9.3803748,-5.4169211,-9.8458173,-6.7412483
0,0,774,-12.246726,-9.1989782,-9.3885731,-5.4082882,-9.8396365,-6.7102727
0,0,775,-12.220609,-9.1860324,-9.3973342,-5.3779733,-9.8303938,-6.686103
0,0,776,-12.242758,-9.2019318,-9.3985479,-5.4035591,-9.8689384,-6.7553081
0,0,777,-12.237186,-9.1987009,-9.3870153,-5.3992798,-9.8616817,-6.7661309
0,0,778,-12.241572,-9.20222,-9.3675893,-5.3951027,-9.8566547,-6.741673
0,0,779,-12.278899,-9.2315415,-9.3927212,-5.4340914,-9.892151,-6.7757858
0,0,780,-12.255191,-9.205546,-9.4245219,-5.4112909,-9.8333895,-6.7004293
0,0,781,-12.235457,-9.1915864,-9.378351,-5.3946861,-9.8233032,-6.6824774
0,0,782,-12.230921,-9.1825216,-9.3778047,-5.3925838,-9.7753817,-6.6324329
0,0,783,-12.247687,-9.202147,-9.4299034,-5.4092941,-9.8224931,-6.6973471
0,0,784,-12.279129,-9.2260951,-9.4109306,-5.4344285,-9.8859799,-6.7850877
0,0,785,-12.265993,-9.2173941,-9.3482139,-5.4241673,-9.856886,-6.7516791
0,0,786,-12.216778,-9.1996302,-9.3450759,-5.3772985,-9.8233611,-6.6904305
0,0,787,-12.249157,-9.1991478,-9.3964281,-5.4101341,-9.8277297,-6.6799662
0,0,788,-12.243371,-9.2147732,-9.3988215,-5.3955835,-9.8778828,-6.7926132
0,0,789,-12.251288,-9.2014155,-9.4118148,-5.4092781,-9.8138016,-6.6922574
0,0,790,-12.261348,-9.214883,-9.3883095,-5.4114158,-9.8155711,-6.7218555
0,0,791,-12.235328,-9.2017263,-9.3893998,-5.3902519,-9.8175306,-6.7014405
0,0,792,-12.234504,-9.2017363,-9.3832462,-5.3966803,-9.8317072,-6.7196253
0,0,793,-12.232326,-9.1766013,-9.3636392,-5.3848244,-9.8009281,-6.6956321
0,0,794,-12.267535,-9.203589,-9.360682,-5.4236897,-9.818221,-6.7017145
0,0,795,-12.239472,-9.2297648,-9.3648532,-5.4036587,-9.8242165,-6.7242037
0,0,796,-12.261819,-9.2159809,-9.3834781,-5.4144605,-9.8577192,-6.7471953
0,0,797,-12.258916,-9.2159019,-9.3890124,-5.4172382,-9.8416842,-6.7540458
0,0,798,-12.253389,-9.1908026,-9.4003624,-5.4125275,-9.8307155,-6.7200814
0,0,799,-12.258059,-9.1899356,-9.3782897,-5.4209687,-9.8303902,-6.7156592
0,0,800,-12.257322,-9.2188881,-9.3949867,-5.4110805,-9.8442455,-6.7041961
0,0,801,-12.26328,-9.2043597,-9.4011201,-5.4197414,-9.8121371,-6.6640086
0,0,802,-12.240869,-9.220807,-9.4054467,-5.4011547,-9.8498613,-6.7403363
0,0,803,-12.259869,-9.2078134,-9.3838116,-5.4189809,-9.8555892,-6.7379494
0,0,804,-12.255024,-9.2006145,-9.3846459,-5.4040885,-9.8203228,-6.6926489
0,0,805,-12.264056,-9.2069144,-9.3737088,-5.4137737,-9.8669723,-6.7540002
0,0,806,-12.248156,-9.1982513,-9.3798854,-5.409846,-9.7896209,-6.6642167
0,0,807,-12.283815,-9.2324377,-9.3742773,-5.4342191,-9.8648661,-6.7596822
0,0,808,-12.232448,-9.2109953,-9.3747432,-5.3922049,-9.8309093,-6.7239813
0,0,809,-12.251178,-9.2053727,-9.3734035,-5.406658,-9.8417369,-6.7165611
0,0,810,-12.255949,-9.2168965,-9.4025035,-5.4129774,-9.857074,-6.7496962
0,0,811,-12.231283,-9.2115508,-9.3911504,-5.3876715,-9.7894483,-6.6579795
0,0,812,-12.243202,-9.2115952,-9.3870686,-5.3982205,-9.824142,-6.6982754
0,0,813,-12.272059,-9.2128361,-9.4328303,-5.4272357,-9.8511499,-6.7439004
0,0,814,-12.243152,-9.2239065,-9.4126297,-5.4082152,-9.8584267,-6.7304784
0,0,815,-12.245159,-9.1850198,-9.4087373,-5.3998411,-9.8150218,-6.6998498
0,0,816,-12.24926,-9.1960764,-9.4145114,-5.402105,-9.8434321,-6.7391658
0,0,817,-12.265477,-9.1880827,-9.39362,-5.4213698,-9.839306,-6.7273636
0,0,818,-12.258793,-9.2291681,-9.4148759,-5.4152188,-9.8593366,-6.7907049
0,0,819,-12.224133,-9.1907635,-9.4159789,-5.386077,-9.7800813,-6.6462083
0,0,820,-12.219229,-9.1972773,-9.4062183,-5.3772096,-9.7811277,-6.6402711
0,0,821,-12.254217,-9.191762,-9.4157051,-5.4205451,-9.837442,-6.7469699
0,0,822,-12.239068,-9.2244624,-9.3915177,-5.3954917,-9.8574013,-6.7550589
0,0,823,-12.256281,-9.2261309,-9.3982613,-5.4048413,-9.8783415,-6.7756743
0,0,824,-12.245703,-9.2266311,-9.3696927,-5.3998386,-9.8365624,-6.7268827
0,0,825,-12.255482,-9.2046326,-9.3750986,-5.415221,-9.8128678,-6.6853381
0,0,826,-12.261276,-9.1865934,-9.3687545,-5.4126327,-9.8190443,-6.7046778
0,0,827,-12.244021,-9.2050555,-9.3942822,-5.4001322,-9.8759904,-6.7738426
0,0,828,-12.241254,-9.2203738,-9.3544881,-5.3974151,-9.8410238,-6.7493238
0,0,829,-12.264085,-9.189513,-9.3829911,-5.4238756,-9.8518417,-6.7271789
0,0,830,-12.246104,-9.1893111,-9.4072205,-5.4033617,-9.8480347,-6.7205832
0,0,831,-12.237076,-9.1984424,-9.415453,-5.3937595,-9.8037503,-6.6708561
0,0,832,-12.253684,-9.1992812,-9.4001915,-5.4172752,-9.8425346,-6.7275619
0,0,833,-12.23023,-9.1960005,-9.3758947,-5.3996971,-9.7975119,-6.6504255
0,0,834,-12.270549,-9.2186672,-9.3796967,-5.4240088,-9.8409892,-6.7439262
0,0,835,-12.257786,-9.2064398,-9.3935019,-5.4097773,-9.8639872,-6.7625331
0,0,836,-12.266017,-9.2357931,-9.4131947,-5.42408,-9.8654699,-6.7511613
0,0,837,-12.259565,-9.2156265,-9.4146728,-5.4144438,-9.8318971,-6.7104199
0,0,838,-12.220234,-9.1941364,-9.4218344,-5.3720819,-9.8408855,-6.7140179
0,0,839,-12.227509,-9.201734,-9.4257527,-5.3893943,-9.8135941,-6.6924587
0,0,840,-12.236618,-9.1978167,-9.4022978,-5.3986583,-9.7965127,-6.6545676
0,0,841,-12.244163,-9.1974812,-9.3658927,-5.3971878,-9.8450745,-6.7405494
0,0,842,-12.240911,-9.2041473,-9.3958247,-5.4019549,-9.8638874,-6.7798281
0,0,843,-12.233422,-9.2152948,-9.363706,-5.3863319,-9.8817414,-6.8113737
0,0,844,-12.256974,-9.1791224,-9.3794309,-5.4121173,-9.8193947,-6.7104249
0,0,845,-12.22992,-9.2057344,-9.3775598,-5.3871902,-9.8684584,-6.7545678
0,0,846,-12.257367,-9.208455,-9.4007795,-5.4151397,-9.8297071,-6.7332301
0,0,847,-12.235656,-9.2148318,-9.4136729,-5.39289,-9.7702251,-6.6639636
0,0,848,-12.250702,-9.2330966,-9.4150893,-5.4031751,-9.821685,-6.707275
0,0,849,-12.257148,-9.213437,-9.3973817,-5.4185446,-9.8407452,-6.7438827
0,0,850,-12.238066,-9.1929098,-9.4049358,-5.3977412,-9.8299677,-6.7032019
0,0,851,-12.22349,-9.1999387,-9.4147302,-5.3751539,-9.7994846,-6.6502104
0,0,852,-12.246285,-9.2293268,-9.422623,-5.4007531,-9.8656092,-6.7577167
0,0,853,-12.235008,-9.2065676,-9.4111921,-5.3954442,-9.8235569,-6.6846607
0,0,854,-12.263627,-9.23085,-9.4181742,-5.4199127,-9.8461871,-6.7328539
0,0,855,-12.278601,-9.2090465,-9.4077443,-5.4340491,-9.8667948,-6.7233678
0,0,856,-12.264858,-9.2261305,-9.3926924,-5.4212118,-9.8745637,-6.7587513
0,0,857,-12.28493,-9.2198097,-9.3737085,-5.4378851,-9.8462022,-6.7685014
0,0,858,-12.224211,-9.198837,-9.3802651,-5.3773843,-9.8259186,-6.6940795
0,0,859,-12.245579,-9.1911576,-9.3792448,-5.3987169,-9.8412456,-6.7324388
0,0,860,-12.247925,-9.1950846,-9.3885518,-5.4044065,-9.8432861,-6.7052931
0,0,861,-12.231233,-9.1975601,-9.3689853,-5.3922526,-9.7923359,-6.6651585
0,0,862,-12.218895,-9.1918241,-9.4148665,-5.3720857,-9.7931307,-6.6779443
0,0,863,-12.235364,-9.2192537,-9.3829548,-5.4009123,-9.8438342,-6.7468341
0,0,864,-12.247032,-9.2172182,-9.3991534,-5.4028265,-9.8535766,-6.7445924
0,0,865,-12.239413,-9.2059131,-9.3956293,-5.3976445,-9.8510366,-6.7307137
0,0,866,-12.253681,-9.2022423,-9.4055892,-5.4150463,-9.8376759,-6.7420945
0,0,867,-12.234334,-9.1917603,-9.3940827,-5.3924075,-9.808813,-6.6978512
0,0,868,-12.246279,-9.1997619,-9.3774594,-5.4072197,-9.8253787,-6.6819779
0,0,869,-12.282354,-9.2414901,-9.3790697,-5.4382073,-9.8654451,-6.7498086
0,0,870,-12.247691,-9.2149137,-9.393419,-5.3998638,-9.8480324,-6.7320547
0,0,871,-12.219426,-9.1805425,-9.3674069,-5.3740803,-9.8012387,-6.6510136
0,0,872,-12.257912,-9.2013308,-9.4121178,-5.4150649,-9.8346491,-6.7162799
0,0,873,-12.281777,-9.2216224,-9.3769886,-5.4428814,-9.872765,-6.7675709
0,0,874,-12.251633,-9.1875752,-9.4034448,-5.4098079,-9.8271465,-6.6992339
0,0,875,-12.238042,-9.2156623,-9.3933529,-5.3946117,-9.8647728,-6.734253
0,0,876,-12.245927,-9.2121762,-9.3508513,-5.4036129,-9.8307644,-6.7162091
0,0,877,-12.258094,-9.2114756,-9.4076816,-5.411721,-9.863328,-6.7516162
0,0,878,-12.272259,-9.2135652,-9.3592763,-5.4261278,-9.8577437,-6.7635656
0,0,879,-12.247359,-9.2156961,-9.4078519,-5.4025354,-9.8472659,-6.7206144
0,0,880,-12.228153,-9.1832192,-9.3723215,-5.3856584,-9.7963755,-6.6558051
0,0,881,-12.221768,-9.1927118,-9.3818804,-5.3781422,-9.7890331,-6.6344999
0,0,882,-12.247641,-9.1963066,-9.3921217,-5.3980369,-9.8452351,-6.7172599
0,0,883,-12.265144,-9.2232973,-9.4103613,-5.4172745,-9.8863878,-6.7816408
0,0,884,-12.271291,-9.2312576,-9.4105555,-5.4260185,-9.8793097,-6.7877369
0,0,885,-12.227061,-9.2002619,-9.3789747,-5.3890403,-9.7950388,-6.6617437
0,0,886,-12.25364,-9.2204543,-9.3911595,-5.4058898,-9.8168858,-6.6883113
0,0,887,-12.26328,-9.2380643,-9.4013772,-5.4220951,-9.879387,-6.7881825
0,0,888,-12.24979,-9.2389224,-9.3871517,-5.4048681,-9.8440175,-6.7463888
0,0,889,-12.254362,-9.2091008,-9.3724821,-5.4151316,-9.8250299,-6.7153159
0,0,890,-12.257574,-9.22041,-9.3681075,-5.4145307,-9.8449979,-6.7356235
0,0,891,-12.240819,-9.2023719,-9.4109742,-5.3979417,-9.8382772,-6.7405642
